14.0865, 14.0927, 0, 0, 0.0310242, 0.0109012, 
14.0927, 14.0958, 11.9984, 10.399, 0, 0, 
14.1, 14.1031, 9.6452, 8.81662, 9.837, 9.15004, 
14.5, 14.5031, 0, 0, 0.0345946, 0, 
15.2013, 15.2075, 0, 0, 11.9967, 7.617, 
15.25, 15.2531, 1.58807, 4.33372, 12, 12, 
15.3, 15.3031, 12, 12, 3.15597, 2.82664, 
15.9641, 15.9704, 0, 0, 9.26882, 11.9973, 
16, 16.0063, 12, 9.53589, 12, 12, 
16.05, 16.0531, 0, 0, 0, 0, 
16.6699, 16.6761, 7.96775, 11.9992, 0, 0, 
16.7, 16.7031, 12, 12, 2.76822, 0.301891, 
16.75, 16.7563, 8.86276, 8.23115, 12, 12, 
16.8, 16.8031, 0.283649, 0.48704, 0, 0, 
17.3433, 17.3495, 11.9892, 11.7188, 0, 0, 
17.35, 17.3563, 9.77855, 6.57513, 11.1271, 12, 
17.4, 17.4031, 0, 1.14255, 0, 0, 
17.8144, 17.8207, 5.46445, 12, 0, 0, 
17.85, 17.8563, 12, 12, 10.3028, 6.15485, 
17.9, 17.9031, 0, 0, 0.280713, 2.18578, 
18.2136, 18.2199, 0, 0, 7.1833, 11.9947, 
18.25, 18.2531, 2.04497, 0, 12, 12, 
18.3, 18.3063, 12, 11.3725, 8.05042, 10.7975, 
18.35, 18.3531, 0, 0, 0.305028, 0, 
18.6, 18.6031, 12, 7.81935, 0, 0, 
18.7385, 18.7447, 0, 0, 9.6403, 3.78317, 
18.8279, 18.8341, 0, 0, 12, 10.692, 
18.95, 18.9531, 12, 12, 8.59946, 9.78933, 
19.0679, 19.0741, 1.77847, 1.65635, 0, 0, 
19.0741, 19.077, 12, 10.6192, 0, 0, 
19.85, 19.8531, 1.27344, 0, 8.44004, 12, 
20.2433, 20.2496, 9.80872, 11.9998, 0, 0, 
20.35, 20.3531, 10.2073, 9.58546, 12, 12, 
20.4176, 20.4239, 0, 0, 2.35439, 2.5078, 
20.4239, 20.4267, 0, 0, 10.8641, 12, 
21.0861, 21.0924, 11.361, 12, 0, 0, 
21.35, 21.3531, 10.8328, 11.339, 9.05189, 8.91468, 
21.3659, 21.3721, 0, 0, 11.6258, 11.993, 
21.4, 21.4063, 0, 0, 0, 0, 
22.2, 22.2031, 7.78097, 8.08999, 12, 12, 
22.2579, 22.2641, 0, 0, 3.35979, 3.30173, 
22.2641, 22.267, 0, 0, 11.9307, 12, 
23.259, 23.2653, 12, 11.8057, 0, 0, 
23.4119, 23.4181, 0, 0, 8.84797, 9.01262, 
24.2239, 24.2301, 0, 0, 7.85495, 7.47162, 
24.25, 24.2531, 0, 0, 12, 12, 
24.3, 24.3063, 12, 12, 6.59222, 6.73426, 
24.35, 24.3531, 0, 0, 2.14849, 2.06574, 
24.5, 24.5031, 8.93367, 9.78199, 12, 12, 
24.8, 24.8031, 9.84322, 9.90573, 0, 0, 
24.8056, 24.8118, 4.22257, 4.03835, 2.03539, 2.77093, 
24.8118, 24.8147, 0, 0, 0, 0, 
24.8147, 24.8176, 0, 0, 11.9937, 11.9543, 
